project,file_path,path_depth,lines_valid,lines_covered,line_rate,branches_valid,branches_covered,branch_rate,coverage_density,branch_to_line_ratio,num_functions,num_classes,num_imports,num_conditionals,num_loops,num_try_except
sqlalchemy,lib\sqlalchemy\pool\base.py,3,540,0,0.0,0,0,0.0,0.0,0.0,81,13,31,77,3,7
sqlalchemy,lib\sqlalchemy\pool\events.py,3,48,0,0.0,0,0,0.0,0.0,0.0,12,1,14,7,0,0
sqlalchemy,lib\sqlalchemy\pool\impl.py,3,237,0,0.0,0,0,0.0,0.0,0.0,42,6,27,19,3,9
sqlalchemy,lib\sqlalchemy\sql\__init__.py,3,133,0,0.0,0,0,0.0,0.0,0.0,1,0,119,1,0,0
sqlalchemy,lib\sqlalchemy\sql\_dml_constructors.py,3,11,0,0.0,0,0,0.0,0.0,0.0,3,0,6,1,0,0
sqlalchemy,lib\sqlalchemy\sql\_elements_constructors.py,3,135,0,0.0,0,0,0.0,0.0,0.0,45,0,56,12,0,0
sqlalchemy,lib\sqlalchemy\sql\_orm_types.py,3,4,0,0.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0
sqlalchemy,lib\sqlalchemy\sql\_selectable_constructors.py,3,62,0,0.0,0,0,0.0,0.0,0.0,39,0,46,2,0,0
sqlalchemy,lib\sqlalchemy\sql\_typing.py,3,117,0,0.0,0,0,0.0,0.0,0.0,33,3,67,2,0,0
sqlalchemy,lib\sqlalchemy\sql\_util_cy.py,3,56,0,0.0,0,0,0.0,0.0,0.0,7,2,11,6,0,1
sqlalchemy,lib\sqlalchemy\sql\annotation.py,3,214,0,0.0,0,0,0.0,0.0,0.0,42,4,26,26,2,2
sqlalchemy,lib\sqlalchemy\sql\base.py,3,877,0,0.0,0,0,0.0,0.0,0.0,162,33,92,92,29,11
sqlalchemy,lib\sqlalchemy\sql\cache_key.py,3,314,0,0.0,0,0,0.0,0.0,0.0,43,9,32,43,6,2
sqlalchemy,lib\sqlalchemy\sql\coercions.py,3,503,0,0.0,0,0,0.0,0.0,0.0,82,45,60,86,6,4
sqlalchemy,lib\sqlalchemy\sql\compiler.py,3,3134,0,0.0,0,0,0.0,0.0,0.0,377,25,123,589,21,12
sqlalchemy,lib\sqlalchemy\sql\crud.py,3,488,0,0.0,0,0,0.0,0.0,0.0,39,2,43,122,11,1
sqlalchemy,lib\sqlalchemy\sql\ddl.py,3,508,0,0.0,0,0,0.0,0.0,0.0,66,38,49,58,17,2
sqlalchemy,lib\sqlalchemy\sql\default_comparator.py,3,109,0,0.0,0,0,0.0,0.0,0.0,18,0,32,20,0,0
sqlalchemy,lib\sqlalchemy\sql\dml.py,3,404,0,0.0,0,0,0.0,0.0,0.0,80,13,85,45,4,0
sqlalchemy,lib\sqlalchemy\sql\elements.py,3,1822,0,0.0,0,0,0.0,0.0,0.0,449,62,110,185,15,7
sqlalchemy,lib\sqlalchemy\sql\events.py,3,16,0,0.0,0,0,0.0,0.0,0.0,8,1,12,1,0,0
sqlalchemy,lib\sqlalchemy\sql\expression.py,3,152,0,0.0,0,0,0.0,0.0,0.0,0,0,148,0,0,0
sqlalchemy,lib\sqlalchemy\sql\functions.py,3,405,0,0.0,0,0,0.0,0.0,0.0,116,42,69,23,0,1
sqlalchemy,lib\sqlalchemy\sql\lambdas.py,3,585,0,0.0,0,0,0.0,0.0,0.0,81,10,40,73,12,4
sqlalchemy,lib\sqlalchemy\sql\naming.py,3,122,0,0.0,0,0,0.0,0.0,0.0,14,1,15,21,2,3
sqlalchemy,lib\sqlalchemy\sql\operators.py,3,559,0,0.0,0,0,0.0,0.0,0.0,180,7,49,34,0,1
sqlalchemy,lib\sqlalchemy\sql\roles.py,3,151,0,0.0,0,0,0.0,0.0,0.0,5,46,13,3,0,0
sqlalchemy,lib\sqlalchemy\sql\schema.py,3,1679,0,0.0,0,0,0.0,0.0,0.0,215,30,86,280,35,11
sqlalchemy,lib\sqlalchemy\sql\selectable.py,3,1679,0,0.0,0,0,0.0,0.0,0.0,314,48,139,159,27,3
sqlalchemy,lib\sqlalchemy\sql\sqltypes.py,3,1189,0,0.0,0,0,0.0,0.0,0.0,226,70,73,146,0,3
sqlalchemy,lib\sqlalchemy\sql\traversals.py,3,494,0,0.0,0,0,0.0,0.0,0.0,99,7,26,83,31,4
sqlalchemy,lib\sqlalchemy\sql\type_api.py,3,530,0,0.0,0,0,0.0,0.0,0.0,118,18,48,57,5,7
sqlalchemy,lib\sqlalchemy\sql\util.py,3,607,0,0.0,0,0,0.0,0.0,0.0,70,8,76,130,30,1
sqlalchemy,lib\sqlalchemy\sql\visitors.py,3,327,0,0.0,0,0,0.0,0.0,0.0,54,12,32,27,9,3
sqlalchemy,lib\sqlalchemy\util\__init__.py,3,140,0,0.0,0,0,0.0,0.0,0.0,0,0,140,0,0,0
